tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0120157	movie	Soldier	Soldier	0	1998.0	\N	99	Action,Drama,Sci-Fi	6.0	57982
tt0120176	movie	The Spanish Prisoner	The Spanish Prisoner	0	1997.0	\N	110	Drama,Mystery,Thriller	7.2	25068
tt0120177	movie	Spawn	Spawn	0	1997.0	\N	96	Action,Drama,Horror	5.2	70024
tt0120179	movie	Speed 2: Cruise Control	Speed 2: Cruise Control	0	1997.0	\N	121	Action,Adventure,Crime	3.9	83186
tt0120184	movie	Sphere	Sphere	0	1998.0	\N	134	Action,Mystery,Sci-Fi	6.1	108879
tt0120185	movie	Spice World	Spice World	0	1997.0	\N	93	Comedy,Family,Music	3.6	36642
tt0120188	movie	Three Kings	Three Kings	0	1999.0	\N	114	Action,Adventure,Comedy	7.1	175438
tt0120201	movie	Starship Troopers	Starship Troopers	0	1997.0	\N	129	Action,Adventure,Sci-Fi	7.3	303410
tt0120202	movie	State and Main	State and Main	0	2000.0	\N	105	Comedy,Drama	6.7	21672
tt0120207	movie	Steel	Steel	0	1997.0	\N	97	Action,Adventure,Crime	2.9	14403
tt0120238	movie	SubUrbia	SubUrbia	0	1996.0	\N	121	Comedy,Drama	6.7	10094
tt0120241	movie	Suicide Kings	Suicide Kings	0	1997.0	\N	106	Comedy,Crime,Drama	6.9	28272
tt0120255	movie	The Sweet Hereafter	The Sweet Hereafter	0	1997.0	\N	112	Drama	7.5	35882
tt0120263	movie	Songs from the Second Floor	Sånger från andra våningen	0	2000.0	\N	98	Comedy,Drama	7.5	19616
tt0120265	movie	Taste of Cherry	Ta'm e guilass	0	1997.0	\N	95	Drama	7.7	33011
tt0120321	movie	Smoke Signals	Smoke Signals	0	1998.0	\N	89	Comedy,Drama	7.2	12106
tt0120324	movie	A Simple Plan	A Simple Plan	0	1998.0	\N	121	Crime,Drama,Thriller	7.5	72847
tt0120338	movie	Titanic	Titanic	0	1997.0	\N	194	Drama,Romance	7.9	1214309
tt0120347	movie	Tomorrow Never Dies	Tomorrow Never Dies	0	1997.0	\N	119	Action,Adventure,Thriller	6.5	198721
tt0120363	movie	Toy Story 2	Toy Story 2	0	1999.0	\N	92	Adventure,Animation,Comedy	7.9	593060
tt0120382	movie	The Truman Show	The Truman Show	0	1998.0	\N	103	Comedy,Drama	8.2	1110399
tt0120390	movie	Turbulence	Turbulence	0	1997.0	\N	100	Action,Thriller	4.9	12227
tt0120399	movie	U Turn	U Turn	0	1997.0	\N	125	Crime,Drama,Thriller	6.7	53276
tt0120434	movie	Vegas Vacation	Vegas Vacation	0	1997.0	\N	93	Comedy	5.9	51257
tt0120458	movie	Virus	Virus	0	1999.0	\N	99	Action,Horror,Sci-Fi	5.0	28888
tt0120461	movie	Volcano	Volcano	0	1997.0	\N	104	Action,Drama,Sci-Fi	5.5	78720
tt0120483	movie	The Man Who Knew Too Little	The Man Who Knew Too Little	0	1997.0	\N	94	Comedy,Crime,Drama	6.6	33323
tt0120484	movie	The Waterboy	The Waterboy	0	1998.0	\N	90	Comedy,Sport	6.1	169936
tt0120514	movie	Wilde	Wilde	0	1997.0	\N	118	Biography,Drama,Romance	6.9	17547
tt0120520	movie	The Wings of the Dove	The Wings of the Dove	0	1997.0	\N	102	Drama,Romance	7.1	12691
tt0120524	movie	Wishmaster	Wishmaster	0	1997.0	\N	90	Fantasy,Horror	5.8	24142
tt0120533	movie	Celebrity	Celebrity	0	1998.0	\N	113	Comedy,Drama	6.3	27583
tt0120540	movie	Yes Boss	Yes Boss	0	1997.0	\N	163	Comedy,Drama,Musical	6.7	13718
tt0120577	movie	54	54	0	1998.0	\N	93	Drama,Music	5.9	33786
tt0120586	movie	American History X	American History X	0	1998.0	\N	119	Crime,Drama	8.5	1139309
tt0120587	movie	Antz	Antz	0	1998.0	\N	83	Adventure,Animation,Comedy	6.5	158887
tt0120591	movie	Armageddon	Armageddon	0	1998.0	\N	151	Action,Adventure,Sci-Fi	6.7	434807
tt0120595	movie	Babe: Pig in the City	Babe: Pig in the City	0	1998.0	\N	97	Adventure,Comedy,Drama	5.8	34391
tt0120596	movie	The Bachelor	The Bachelor	0	1999.0	\N	101	Comedy,Romance	5.0	18645
tt0120601	movie	Being John Malkovich	Being John Malkovich	0	1999.0	\N	113	Comedy,Drama,Fantasy	7.7	342766
tt0120604	movie	Beowulf	Beowulf	0	1999.0	\N	95	Action,Adventure,Fantasy	4.1	12214
tt0120609	movie	The Big Hit	The Big Hit	0	1998.0	\N	91	Action,Comedy,Crime	6.0	30713
tt0120611	movie	Blade	Blade	0	1998.0	\N	120	Action,Horror,Sci-Fi	7.1	282978
tt0120616	movie	The Mummy	The Mummy	0	1999.0	\N	124	Action,Adventure,Fantasy	7.1	442131
tt0120620	movie	Brokedown Palace	Brokedown Palace	0	1999.0	\N	100	Drama,Mystery,Thriller	6.4	23365
tt0120623	movie	A Bug's Life	A Bug's Life	0	1998.0	\N	95	Adventure,Animation,Comedy	7.2	300264
tt0120630	movie	Chicken Run	Chicken Run	0	2000.0	\N	84	Adventure,Animation,Comedy	7.1	197902
tt0120631	movie	Ever After: A Cinderella Story	Ever After	0	1998.0	\N	121	Comedy,Drama,Romance	7.1	78476
tt0120632	movie	City of Angels	City of Angels	0	1998.0	\N	114	Drama,Fantasy,Romance	6.7	123625
tt0120633	movie	A Civil Action	A Civil Action	0	1998.0	\N	115	Drama	6.6	30152
tt0120646	movie	The Deep End of the Ocean	The Deep End of the Ocean	0	1999.0	\N	106	Drama	6.3	16528
tt0120647	movie	Deep Impact	Deep Impact	0	1998.0	\N	120	Action,Drama,Sci-Fi	6.2	182652
tt0120654	movie	Dirty Work	Dirty Work	0	1998.0	\N	82	Comedy	6.4	28646
tt0120655	movie	Dogma	Dogma	0	1999.0	\N	130	Adventure,Comedy,Drama	7.3	222129
tt0120657	movie	The 13th Warrior	The 13th Warrior	0	1999.0	\N	102	Action,Adventure,History	6.6	127643
tt0120660	movie	Enemy of the State	Enemy of the State	0	1998.0	\N	132	Action,Thriller	7.3	249966
tt0120662	movie	Eye of the Beholder	Eye of the Beholder	0	1999.0	\N	109	Drama,Mystery,Thriller	5.0	15651
tt0120663	movie	Eyes Wide Shut	Eyes Wide Shut	0	1999.0	\N	159	Drama,Mystery,Thriller	7.5	352569
tt0120667	movie	Fantastic Four	Fantastic Four	0	2005.0	\N	106	Action,Adventure,Fantasy	5.7	335098
tt0120669	movie	Fear and Loathing in Las Vegas	Fear and Loathing in Las Vegas	0	1998.0	\N	118	Adventure,Comedy,Drama	7.5	290461
tt0120679	movie	Frida	Frida	0	2002.0	\N	123	Biography,Drama,Romance	7.3	92073
tt0120681	movie	From Hell	From Hell	0	2001.0	\N	122	Horror,Mystery,Thriller	6.7	159134
tt0120684	movie	Gods and Monsters	Gods and Monsters	0	1998.0	\N	105	Biography,Drama	7.3	31862
tt0120685	movie	Godzilla	Godzilla	0	1998.0	\N	139	Action,Sci-Fi,Thriller	5.4	196954
tt0120686	movie	Stepmom	Stepmom	0	1998.0	\N	125	Comedy,Drama	6.8	71134
tt0120689	movie	The Green Mile	The Green Mile	0	1999.0	\N	189	Crime,Drama,Fantasy	8.6	1328208
tt0120693	movie	Half Baked	Half Baked	0	1998.0	\N	82	Comedy,Crime	6.6	65594
tt0120694	movie	Halloween H20: 20 Years Later	Halloween H20: 20 Years Later	0	1998.0	\N	86	Horror,Thriller	5.8	78429
tt0120696	movie	Hard Rain	Hard Rain	0	1998.0	\N	97	Action,Crime,Drama	5.9	36285
tt0120701	movie	Holy Man	Holy Man	0	1998.0	\N	114	Comedy,Drama	4.9	20467
tt0120710	movie	In Dreams	In Dreams	0	1999.0	\N	100	Drama,Fantasy,Thriller	5.5	13316
tt0120716	movie	Jakob the Liar	Jakob the Liar	0	1999.0	\N	120	Drama,War	6.5	17606
tt0120724	movie	Knock Off	Knock Off	0	1998.0	\N	91	Action,Crime,Thriller	4.8	15729
tt0120728	movie	The Last Days of Disco	The Last Days of Disco	0	1998.0	\N	113	Comedy,Drama,Music	6.7	13794
tt0120731	movie	The Legend of 1900	La leggenda del pianista sull'oceano	0	1998.0	\N	169	Drama,Music,Romance	8.0	66308
tt0120735	movie	Lock, Stock and Two Smoking Barrels	Lock, Stock and Two Smoking Barrels	0	1998.0	\N	107	Action,Comedy,Crime	8.1	593038
tt0120737	movie	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring	0	2001.0	\N	178	Action,Adventure,Drama	8.8	1907976
tt0120738	movie	Lost in Space	Lost in Space	0	1998.0	\N	130	Action,Adventure,Family	5.2	73546
tt0120741	movie	Mafia!	Jane Austen's Mafia!	0	1998.0	\N	87	Comedy,Crime	5.5	15658
tt0120744	movie	The Man in the Iron Mask	The Man in the Iron Mask	0	1998.0	\N	132	Action,Adventure,Drama	6.5	171991
tt0120746	movie	The Mask of Zorro	The Mask of Zorro	0	1998.0	\N	136	Action,Adventure,Comedy	6.8	190160
tt0120749	movie	Mercury Rising	Mercury Rising	0	1998.0	\N	111	Action,Crime,Drama	6.1	75894
tt0120751	movie	Mighty Joe Young	Mighty Joe Young	0	1998.0	\N	114	Action,Adventure,Family	5.7	29869
tt0120753	movie	The Million Dollar Hotel	The Million Dollar Hotel	0	2000.0	\N	122	Drama,Mystery,Thriller	5.7	21946
tt0120755	movie	Mission: Impossible II	Mission: Impossible II	0	2000.0	\N	123	Action,Adventure,Thriller	6.1	351098
tt0120762	movie	Mulan	Mulan	0	1998.0	\N	87	Adventure,Animation,Comedy	7.6	297326
tt0120764	movie	My Favorite Martian	My Favorite Martian	0	1999.0	\N	94	Comedy,Family,Sci-Fi	5.1	13985
tt0120768	movie	The Negotiator	The Negotiator	0	1998.0	\N	140	Action,Crime,Drama	7.3	147440
tt0120769	movie	The Newton Boys	The Newton Boys	0	1998.0	\N	122	Action,Crime,Drama	6.1	11896
tt0120770	movie	A Night at the Roxbury	A Night at the Roxbury	0	1998.0	\N	82	Comedy,Music,Romance	6.2	62221
tt0120772	movie	The Object of My Affection	The Object of My Affection	0	1998.0	\N	111	Comedy,Drama,Romance	6.0	20793
tt0120773	movie	The Odd Couple II	The Odd Couple II	0	1998.0	\N	97	Adventure,Comedy	6.4	10367
tt0120776	movie	One True Thing	One True Thing	0	1998.0	\N	127	Drama	6.9	12385
tt0120777	movie	The Opposite of Sex	The Opposite of Sex	0	1998.0	\N	105	Comedy,Drama,Romance	6.4	21441
tt0120780	movie	Out of Sight	Out of Sight	0	1998.0	\N	123	Comedy,Crime,Drama	7.0	95523
tt0120783	movie	The Parent Trap	The Parent Trap	0	1998.0	\N	128	Adventure,Comedy,Drama	6.6	144043
tt0120784	movie	Payback	Payback	0	1999.0	\N	100	Action,Crime,Drama	7.1	141226
tt0120786	movie	The Patriot	The Patriot	0	1998.0	\N	90	Action,Thriller	4.1	12943
tt0120787	movie	A Perfect Murder	A Perfect Murder	0	1998.0	\N	107	Crime,Drama,Thriller	6.6	88051
tt0120789	movie	Pleasantville	Pleasantville	0	1998.0	\N	124	Comedy,Drama,Fantasy	7.5	131990
tt0120791	movie	Practical Magic	Practical Magic	0	1998.0	\N	104	Comedy,Drama,Fantasy	6.3	86176
tt0120794	movie	The Prince of Egypt	The Prince of Egypt	0	1998.0	\N	99	Adventure,Animation,Drama	7.2	137797
tt0120797	movie	Pushing Tin	Pushing Tin	0	1999.0	\N	124	Comedy,Drama,Romance	6.0	29888
tt0120800	movie	Quest for Camelot	Quest for Camelot	0	1998.0	\N	86	Adventure,Animation,Comedy	6.2	17217
tt0120802	movie	The Red Violin	Le violon rouge	0	1998.0	\N	130	Drama,Music,Mystery	7.6	33677
tt0120804	movie	Resident Evil	Resident Evil	0	2002.0	\N	100	Action,Horror,Sci-Fi	6.6	277531
tt0120812	movie	Rush Hour	Rush Hour	0	1998.0	\N	98	Action,Comedy,Crime	7.0	277763
tt0120815	movie	Saving Private Ryan	Saving Private Ryan	0	1998.0	\N	169	Drama,War	8.6	1417109
tt0120820	movie	Senseless	Senseless	0	1998.0	\N	93	Comedy,Romance	6.0	17093
tt0120824	movie	The Shipping News	The Shipping News	0	2001.0	\N	111	Drama	6.7	33412
tt0120828	movie	Six Days Seven Nights	Six Days Seven Nights	0	1998.0	\N	102	Action,Adventure,Comedy	5.9	80221
tt0120831	movie	Slums of Beverly Hills	Slums of Beverly Hills	0	1998.0	\N	91	Comedy,Drama	6.7	13812
tt0120832	movie	Snake Eyes	Snake Eyes	0	1998.0	\N	98	Crime,Mystery,Thriller	6.1	83885
tt0120834	movie	Snow Falling on Cedars	Snow Falling on Cedars	0	1999.0	\N	127	Drama,Mystery,Romance	6.7	14329
tt0120841	movie	Species II	Species II	0	1998.0	\N	93	Action,Horror,Sci-Fi	4.5	30119
tt0120844	movie	Star Trek: Insurrection	Star Trek: Insurrection	0	1998.0	\N	103	Action,Adventure,Sci-Fi	6.4	77061
tt0120855	movie	Tarzan	Tarzan	0	1999.0	\N	88	Adventure,Animation,Comedy	7.3	233700
tt0120857	movie	Tea with Mussolini	Un tè con Mussolini	0	1999.0	\N	117	Comedy,Drama,War	6.9	13781
tt0120863	movie	The Thin Red Line	The Thin Red Line	0	1998.0	\N	170	Drama,History,War	7.6	192149
tt0120866	movie	Titus	Titus	0	1999.0	\N	162	Drama,History,Thriller	7.1	21005
tt0120868	movie	Torrente, el brazo tonto de la ley	Torrente, el brazo tonto de la ley	0	1998.0	\N	97	Comedy,Crime	6.8	12928
tt0120873	movie	U.S. Marshals	U.S. Marshals	0	1998.0	\N	131	Action,Crime,Thriller	6.5	109008
tt0120877	movie	Vampires	Vampires	0	1998.0	\N	108	Action,Horror,Thriller	6.1	61143
tt0120879	movie	Velvet Goldmine	Velvet Goldmine	0	1998.0	\N	118	Drama,Music	6.9	36885
tt0120882	movie	The Visitors II: The Corridors of Time	Les couloirs du temps: Les visiteurs II	0	1998.0	\N	118	Comedy,Fantasy	6.1	12645
tt0120885	movie	Wag the Dog	Wag the Dog	0	1997.0	\N	97	Comedy,Drama	7.1	86023
tt0120888	movie	The Wedding Singer	The Wedding Singer	0	1998.0	\N	97	Comedy,Music,Romance	6.9	155238
tt0120889	movie	What Dreams May Come	What Dreams May Come	0	1998.0	\N	113	Drama,Fantasy,Romance	6.9	111128
tt0120890	movie	Wild Things	Wild Things	0	1998.0	\N	108	Crime,Drama,Mystery	6.6	124454
tt0120891	movie	Wild Wild West	Wild Wild West	0	1999.0	\N	106	Action,Comedy,Sci-Fi	4.9	163513
tt0120901	movie	Wrongfully Accused	Wrongfully Accused	0	1998.0	\N	87	Action,Comedy,Thriller	6.0	27570
tt0120902	movie	The X Files	The X Files	0	1998.0	\N	121	Drama,Mystery,Sci-Fi	7.0	107519
tt0120903	movie	X-Men	X-Men	0	2000.0	\N	104	Action,Adventure,Sci-Fi	7.3	625485
tt0120906	movie	Zero Effect	Zero Effect	0	1998.0	\N	116	Comedy,Crime,Drama	6.9	14768
tt0120907	movie	eXistenZ	eXistenZ	0	1999.0	\N	97	Horror,Mystery,Sci-Fi	6.8	103073
tt0120910	movie	Fantasia 2000	Fantasia 2000	0	1999.0	\N	75	Animation,Family,Fantasy	7.1	39755
tt0120912	movie	Men in Black II	Men in Black II	0	2002.0	\N	88	Action,Adventure,Comedy	6.2	384997
tt0120913	movie	Titan A.E.	Titan A.E.	0	2000.0	\N	94	Action,Adventure,Animation	6.6	62382
tt0120915	movie	Star Wars: Episode I - The Phantom Menace	Star Wars: Episode I - The Phantom Menace	0	1999.0	\N	136	Action,Adventure,Fantasy	6.5	820926
tt0120917	movie	The Emperor's New Groove	The Emperor's New Groove	0	2000.0	\N	78	Adventure,Animation,Comedy	7.4	211478
tt0121164	movie	Corpse Bride	Corpse Bride	0	2005.0	\N	77	Animation,Drama,Family	7.3	282779
tt0121765	movie	Star Wars: Episode II - Attack of the Clones	Star Wars: Episode II - Attack of the Clones	0	2002.0	\N	142	Action,Adventure,Fantasy	6.6	725932
tt0121766	movie	Star Wars: Episode III - Revenge of the Sith	Star Wars: Episode III - Revenge of the Sith	0	2005.0	\N	140	Action,Adventure,Fantasy	7.6	807744
tt0122151	movie	Lethal Weapon 4	Lethal Weapon 4	0	1998.0	\N	127	Action,Crime,Thriller	6.6	167092
tt0122459	movie	Return to Me	Return to Me	0	2000.0	\N	115	Comedy,Drama,Romance	6.9	21761
tt0122541	movie	An Ideal Husband	An Ideal Husband	0	1999.0	\N	97	Comedy,Romance	6.8	16220
tt0122690	movie	Ronin	Ronin	0	1998.0	\N	122	Action,Crime,Thriller	7.2	187754
tt0122718	movie	Small Soldiers	Small Soldiers	0	1998.0	\N	108	Action,Adventure,Comedy	6.2	102057
tt0122933	movie	Analyze This	Analyze This	0	1999.0	\N	103	Comedy,Crime	6.7	157367
tt0123209	movie	The Other Sister	The Other Sister	0	1999.0	\N	129	Comedy,Drama,Romance	6.4	12743
tt0123755	movie	Cube	Cube	0	1997.0	\N	90	Drama,Horror,Mystery	7.2	237506
tt0123948	movie	Cure	Cure	0	1997.0	\N	111	Crime,Horror,Mystery	7.5	17947
tt0123964	movie	Life	Life	0	1999.0	\N	108	Comedy,Crime,Drama	6.8	52669
tt0124198	movie	Very Bad Things	Very Bad Things	0	1998.0	\N	100	Comedy,Crime,Thriller	6.3	47958
tt0124298	movie	Blast from the Past	Blast from the Past	0	1999.0	\N	112	Comedy,Drama,Romance	6.7	68554
tt0124315	movie	The Cider House Rules	The Cider House Rules	0	1999.0	\N	126	Drama,Romance	7.4	101822
tt0124595	movie	Return to Paradise	Return to Paradise	0	1998.0	\N	111	Drama,Romance,Thriller	6.9	14998
tt0124718	movie	He Got Game	He Got Game	0	1998.0	\N	136	Drama,Sport	6.9	49527
tt0124819	movie	Orgazmo	Orgazmo	0	1997.0	\N	94	Comedy	6.1	37332
tt0124879	movie	Simon Birch	Simon Birch	0	1998.0	\N	114	Comedy,Drama,Family	6.8	21730
tt0124901	movie	Thursday	Thursday	0	1998.0	\N	87	Action,Comedy,Crime	7.1	19212
tt0125022	movie	Heartbreakers	Heartbreakers	0	2001.0	\N	123	Comedy,Crime,Romance	6.2	56081
tt0125439	movie	Notting Hill	Notting Hill	0	1999.0	\N	124	Comedy,Drama,Romance	7.2	323219
tt0125454	movie	Paulie	Paulie	0	1998.0	\N	91	Adventure,Comedy,Drama	6.5	15707
tt0125659	movie	Open Your Eyes	Abre los ojos	0	1997.0	\N	119	Drama,Mystery,Sci-Fi	7.7	70944
tt0125664	movie	Man on the Moon	Man on the Moon	0	1999.0	\N	118	Biography,Comedy,Drama	7.4	133621
tt0126029	movie	Shrek	Shrek	0	2001.0	\N	90	Adventure,Animation,Comedy	7.9	696263
tt0126250	movie	Cookie's Fortune	Cookie's Fortune	0	1999.0	\N	118	Comedy,Drama	6.8	13524
tt0126388	movie	Legionnaire	Legionnaire	0	1998.0	\N	99	Action,Adventure,Drama	5.5	24776
tt0126604	movie	Pecker	Pecker	0	1998.0	\N	87	Comedy,Drama	6.3	14486
tt0126886	movie	Election	Election	0	1999.0	\N	103	Comedy,Romance	7.3	99547
tt0126916	movie	For Love of the Game	For Love of the Game	0	1999.0	\N	137	Drama,Romance,Sport	6.6	36133
tt0127311	movie	Somersault in a Coffin	Tabutta Rövasata	0	1996.0	\N	75	Drama	7.7	10478
tt0127357	movie	Who Am I?	Ngo si seoi	0	1998.0	\N	120	Action,Adventure,Comedy	6.8	41310
tt0127536	movie	Elizabeth	Elizabeth	0	1998.0	\N	124	Biography,Drama,History	7.4	101829
tt0127723	movie	Can't Hardly Wait	Can't Hardly Wait	0	1998.0	\N	100	Comedy,Romance	6.5	52067
tt0128278	movie	Instinct	Instinct	0	1999.0	\N	126	Drama,Thriller	6.5	33703
tt0128332	movie	Innocence	Masumiyet	0	1997.0	\N	110	Drama	8.1	18232
tt0128442	movie	Rounders	Rounders	0	1998.0	\N	121	Crime,Drama	7.3	154917
tt0128445	movie	Rushmore	Rushmore	0	1998.0	\N	93	Comedy,Drama,Romance	7.6	189764
tt0128853	movie	You've Got Mail	You've Got Mail	0	1998.0	\N	119	Comedy,Drama,Romance	6.7	219769
tt0129167	movie	The Iron Giant	The Iron Giant	0	1999.0	\N	86	Action,Adventure,Animation	8.1	207308
tt0129280	movie	The Out-of-Towners	The Out-of-Towners	0	1999.0	\N	90	Comedy	5.5	14527
tt0129290	movie	Patch Adams	Patch Adams	0	1998.0	\N	115	Biography,Comedy,Drama	6.8	117465
tt0129332	movie	Ravenous	Ravenous	0	1999.0	\N	101	Adventure,Drama,Horror	6.9	41391
tt0129387	movie	There's Something About Mary	There's Something About Mary	0	1998.0	\N	119	Comedy,Romance	7.1	317989
tt0130018	movie	I Still Know What You Did Last Summer	I Still Know What You Did Last Summer	0	1998.0	\N	100	Horror,Mystery,Thriller	4.7	76001
tt0130121	movie	Mickey Blue Eyes	Mickey Blue Eyes	0	1999.0	\N	102	Comedy,Crime,Romance	5.9	37471
tt0130623	movie	Dinosaur	Dinosaur	0	2000.0	\N	82	Adventure,Animation,Drama	6.4	63556
tt0130827	movie	Run Lola Run	Lola rennt	0	1998.0	\N	81	Action,Crime,Thriller	7.7	201968
tt0131325	movie	Bowfinger	Bowfinger	0	1999.0	\N	97	Comedy	6.5	72035
tt0131369	movie	Edtv	Edtv	0	1999.0	\N	122	Comedy,Drama	6.1	44150
tt0131566	movie	Rogue Trader	Rogue Trader	0	1999.0	\N	101	Crime,Drama,History	6.4	10375
tt0131646	movie	Wing Commander	Wing Commander	0	1999.0	\N	100	Action,Adventure,Sci-Fi	4.3	17090
tt0131704	movie	The Adventures of Rocky & Bullwinkle	The Adventures of Rocky & Bullwinkle	0	2000.0	\N	92	Adventure,Animation,Comedy	4.3	20696
tt0131857	movie	BASEketball	BASEketball	0	1998.0	\N	103	Comedy,Sport	6.5	63846
tt0132245	movie	Driven	Driven	0	2001.0	\N	116	Action,Drama,Sport	4.6	42079
tt0132347	movie	Mystery Men	Mystery Men	0	1999.0	\N	121	Action,Comedy,Fantasy	6.1	68625
tt0132477	movie	October Sky	October Sky	0	1999.0	\N	108	Biography,Drama,Family	7.8	94081
tt0132512	movie	At First Sight	At First Sight	0	1999.0	\N	128	Drama,Romance	5.9	13994
tt0132910	movie	The Crow: Salvation	The Crow: Salvation	0	2000.0	\N	102	Action,Crime,Fantasy	4.9	11818
tt0133024	movie	Ishq	Ishq	0	1997.0	\N	161	Action,Comedy,Drama	6.8	11246
tt0133046	movie	Teaching Mrs. Tingle	Teaching Mrs. Tingle	0	1999.0	\N	96	Comedy,Thriller	5.3	21171
tt0133093	movie	The Matrix	The Matrix	0	1999.0	\N	136	Action,Sci-Fi	8.7	1948688
tt0133152	movie	Planet of the Apes	Planet of the Apes	0	2001.0	\N	119	Action,Adventure,Sci-Fi	5.7	223111
tt0133189	movie	SLC Punk!	SLC Punk!	0	1998.0	\N	97	Comedy,Drama,Music	7.4	31034
tt0133240	movie	Treasure Planet	Treasure Planet	0	2002.0	\N	95	Adventure,Animation,Family	7.2	124173
tt0133363	movie	Lovers of the Arctic Circle	Los amantes del Círculo Polar	0	1998.0	\N	112	Drama,Mystery,Romance	7.6	19779
tt0133385	movie	Asterix and Obelix vs. Caesar	Astérix & Obélix contre César	0	1999.0	\N	109	Adventure,Comedy,Family	5.9	43586
tt0133751	movie	The Faculty	The Faculty	0	1998.0	\N	104	Horror,Mystery,Sci-Fi	6.6	128007
tt0133952	movie	The Siege	The Siege	0	1998.0	\N	116	Action,Thriller	6.4	75094
tt0134033	movie	Plunkett & Macleane	Plunkett & Macleane	0	1999.0	\N	99	Action,Adventure,Comedy	6.3	10208
tt0134067	movie	The Rugrats Movie	The Rugrats Movie	0	1998.0	\N	79	Adventure,Animation,Comedy	5.9	19998
tt0134084	movie	Scream 3	Scream 3	0	2000.0	\N	116	Horror,Mystery	5.6	152830
tt0134119	movie	The Talented Mr. Ripley	The Talented Mr. Ripley	0	1999.0	\N	139	Crime,Drama,Thriller	7.4	217892
tt0134154	movie	Ride with the Devil	Ride with the Devil	0	1999.0	\N	138	Drama,Romance,War	6.7	14128
tt0134273	movie	8MM	8MM	0	1999.0	\N	123	Crime,Drama,Mystery	6.6	136500
tt0134618	movie	Mystery, Alaska	Mystery, Alaska	0	1999.0	\N	119	Comedy,Drama,Sport	6.7	27625
tt0134619	movie	Disturbing Behavior	Disturbing Behavior	0	1998.0	\N	84	Horror,Mystery,Sci-Fi	5.6	23908
tt0134847	movie	Pitch Black	Pitch Black	0	2000.0	\N	109	Action,Horror,Sci-Fi	7.1	246029
tt0134983	movie	Supernova	Supernova	0	2000.0	\N	90	Horror,Sci-Fi,Thriller	4.8	18588
tt0135790	movie	Bang Boom Bang - Ein todsicheres Ding	Bang Boom Bang - Ein todsicheres Ding	0	1999.0	\N	110	Action,Comedy,Crime	7.5	10482
tt0137338	movie	200 Cigarettes	200 Cigarettes	0	1999.0	\N	101	Comedy,Drama,Romance	5.9	15912
tt0137363	movie	Arlington Road	Arlington Road	0	1999.0	\N	117	Action,Crime,Drama	7.2	88849
tt0137494	movie	Entrapment	Entrapment	0	1999.0	\N	113	Action,Crime,Romance	6.3	119727
tt0137523	movie	Fight Club	Fight Club	0	1999.0	\N	139	Drama	8.8	2174351
tt0138097	movie	Shakespeare in Love	Shakespeare in Love	0	1998.0	\N	123	Comedy,Drama,History	7.1	228863
tt0138304	movie	The Astronaut's Wife	The Astronaut's Wife	0	1999.0	\N	109	Drama,Sci-Fi,Thriller	5.4	56421
tt0138510	movie	Idle Hands	Idle Hands	0	1999.0	\N	92	Comedy,Fantasy,Horror	6.2	44809
tt0138524	movie	Intolerable Cruelty	Intolerable Cruelty	0	2003.0	\N	100	Comedy,Crime,Romance	6.3	99482
tt0138704	movie	Pi	Pi	0	1998.0	\N	84	Drama,Horror,Mystery	7.3	182262
tt0138749	movie	The Road to El Dorado	The Road to El Dorado	0	2000.0	\N	89	Adventure,Animation,Comedy	6.9	100795
tt0138946	movie	The Yards	The Yards	0	2000.0	\N	115	Crime,Drama,Romance	6.4	22108
tt0139134	movie	Cruel Intentions	Cruel Intentions	0	1999.0	\N	97	Drama,Romance	6.8	196711
tt0139151	movie	Inferno	Desert Heat	0	1999.0	\N	95	Action,Comedy,Drama	5.1	10206
tt0139239	movie	Go	Go	0	1999.0	\N	102	Comedy,Crime	7.2	72984
tt0139362	movie	High Art	High Art	0	1998.0	\N	101	Drama,Romance	6.6	10849
tt0139414	movie	Lake Placid	Lake Placid	0	1999.0	\N	82	Action,Comedy,Horror	5.8	63045
tt0139462	movie	Message in a Bottle	Message in a Bottle	0	1999.0	\N	126	Drama,Romance	6.2	39351
tt0139654	movie	Training Day	Training Day	0	2001.0	\N	122	Action,Crime,Drama	7.7	448123
tt0139668	movie	True Crime	True Crime	0	1999.0	\N	127	Crime,Drama,Mystery	6.6	37219
tt0139699	movie	Varsity Blues	Varsity Blues	0	1999.0	\N	106	Comedy,Drama,Romance	6.5	47323
tt0139809	movie	The Thirteenth Floor	The Thirteenth Floor	0	1999.0	\N	100	Mystery,Sci-Fi,Thriller	7.0	74402
tt0139876	movie	Baasha	Baasha	0	1995.0	\N	145	Action,Crime,Drama	8.3	10800
tt0140352	movie	The Insider	The Insider	0	1999.0	\N	157	Biography,Drama,Thriller	7.8	174377
tt0140379	movie	A Midsummer Night's Dream	A Midsummer Night's Dream	0	1999.0	\N	116	Comedy,Fantasy,Romance	6.4	26158
tt0140888	movie	Central Station	Central do Brasil	0	1998.0	\N	110	Drama	8.0	40708
tt0141098	movie	Forces of Nature	Forces of Nature	0	1999.0	\N	105	Comedy,Romance	5.5	35008
tt0141109	movie	Jack Frost	Jack Frost	0	1998.0	\N	101	Comedy,Drama,Family	5.4	38457
